occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence,sent_start,sent_end,triage
533,91,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,run_1,1,Stochastic,with,Contingency,with,266,270,,0,,contiguous,2,"Justin's final deduction suggests Mike is using the Revealer role to manipulate the game, which aligns with the Werewolf's goal of sowing distrust.",266-270,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,103,107,NON_CONNECTIVE_LIKELY
534,91,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,run_1,1,Stochastic,given,Contingency,Given,311,316,,0,,contiguous,3,"Given the strong collective suspicion, especially from James and Justin, Mike is the primary target to eliminate to ensure Team Village has a chance to win.",311-316,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
556,95,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,run_1,1,Stochastic,with,Contingency,with,59,63,,0,,contiguous,1,"The discussion heavily centers around Mitchell's identity, with players speculating that he might be the Werewolf or the Tanner.",59-63,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,59,63,UNCLEAR
559,95,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,run_1,1,Stochastic,with,Contingency,with,237,241,,0,,contiguous,2,"Justin explicitly suggests that if Mitchell is the Werewolf, he will definitely kill somebody, which aligns with Team Village's goal.",237-241,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,108,112,NON_CONNECTIVE_LIKELY
560,95,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,run_1,1,Stochastic,given,Contingency,Given,263,268,,0,,contiguous,3,"Given the lack of definitive proof, Mitchell remains the prime target for elimination, as eliminating a Werewolf is the primary objective for Team Village.",263-268,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
572,98,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,run_1,1,Stochastic,with,Contingency,with,34,38,,0,,contiguous,1,"The discussion is highly chaotic, with players accusing each other of lying and role-swapping, making definitive identification difficult.",34-38,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,34,38,CLAUSE_INITIAL_PLAUSIBLE
576,98,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,run_1,1,Stochastic,with,Contingency,with,272,276,,0,,contiguous,2,"However, Justin explicitly claims, ""I'm a werewolf"" and asserts, ""I was the only werewolf,"" which is a direct accusation that aligns with the goal of Team Village.",272-276,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,133,137,NON_CONNECTIVE_LIKELY
579,98,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,run_1,1,Stochastic,despite,Comparison,despite,422,429,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Justin is the most direct strategy to achieve this goal, despite the uncertainty surrounding the transcript.",422-429,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,119,126,UNCLEAR
587,100,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,run_1,1,Stochastic,with,Contingency,with,34,38,,0,,contiguous,1,"The discussion is highly chaotic, with multiple players speculating about who is the Werewolf and who swapped roles.",34-38,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,34,38,UNCLEAR
589,100,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,run_1,1,Stochastic,particularly,Expansion,particularly,134,146,,0,,contiguous,2,"Several players, particularly Brett and Dylan, aggressively suggest that Dan or Audrey might be the Werewolf, leading to a split vote.",134-146,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,17,29,NON_CONNECTIVE_LIKELY
596,100,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,run_1,1,Stochastic,given,Contingency,Given,439,444,,0,,contiguous,4,"Given the strong suspicion around Dan and Audrey, and the fact that the Werewolves aim to sow discord, voting for Dan seems like a plausible move to eliminate a potential threat, although the outcome is highly uncertain.",439-444,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
608,102,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,run_1,1,Stochastic,given,Contingency,Given,239,244,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf to win, voting for the player directly implicated by another player provides the highest chance of success.",239-244,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
622,106,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,run_1,1,Stochastic,particularly,Expansion,particularly,81,93,,0,,contiguous,1,"The discussion transcript centers heavily on role swapping and mutual suspicion, particularly targeting Brett.",81-93,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,81,93,NON_CONNECTIVE_LIKELY
634,107,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game2,run_1,1,Stochastic,with,Contingency,with,480,484,,0,,contiguous,3,"Since Team Village needs to eliminate a Werewolf to win, voting out Mike seems like the most aggressive move to eliminate a potential threat, aligning with the goal of Team Village.",480-484,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,151,155,NON_CONNECTIVE_LIKELY
635,108,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,run_1,1,Stochastic,with,Contingency,with,67,71,,0,,contiguous,1,"The discussion heavily centers around identifying the Tanner role, with several players suggesting Alysha is the Tanner based on her actions and hesitation.",67-71,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,67,71,UNCLEAR
645,110,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,run_1,1,Stochastic,with,Contingency,with,55,59,,0,,contiguous,1,"The discussion transcript is highly chaotic and filled with accusations and role swaps, making it impossible to reliably identify the Werewolf.",55-59,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,55,59,NON_CONNECTIVE_LIKELY
671,114,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,run_1,1,Stochastic,with,Contingency,with,57,61,,0,,contiguous,1,"The discussion transcript is highly confusing and filled with contradictory accusations regarding role swaps and identity, making it impossible to definitively identify a Werewolf.",57-61,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,57,61,NON_CONNECTIVE_LIKELY
675,114,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,run_1,1,Stochastic,given,Contingency,Given,308,313,,0,,contiguous,3,"Given the level of deception and role manipulation implied, it is safer to assume that the Werewolves are successfully confusing the group, or that no Werewolf is present.",308-313,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
682,116,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,run_1,1,Stochastic,with,Contingency,with,52,56,,0,,contiguous,1,"The discussion transcript is highly chaotic, filled with conflicting claims about who was the Revealer and who saw what, leading to intense accusations between Justin and Mike.",52-56,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,52,56,NON_CONNECTIVE_LIKELY
687,116,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,run_1,1,Stochastic,given,Contingency,Given,366,371,,0,,contiguous,3,"Given the lack of definitive proof, it is safer to assume that no Werewolf is present, aligning with the winning condition that Team Village wins if no Werewolves are present.",366-371,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
688,116,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,run_1,1,Stochastic,with,Contingency,with,462,466,,0,,contiguous,3,"Given the lack of definitive proof, it is safer to assume that no Werewolf is present, aligning with the winning condition that Team Village wins if no Werewolves are present.",462-466,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,96,100,NON_CONNECTIVE_LIKELY
702,119,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,run_1,1,Stochastic,given that,Contingency,Given that,258,268,,0,,contiguous,3,"Given that Team Village's goal is to eliminate a Werewolf, voting for Mike is the best strategic move based on the available information.",258-268,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,10,CLAUSE_INITIAL_PLAUSIBLE
705,120,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,run_1,1,Stochastic,with,Contingency,with,88,92,,0,,contiguous,1,"The discussion primarily revolves around identifying the Tanner role and role swapping, with players debating who is the Drunk, Robber, or Seer.",88-92,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,88,92,CLAUSE_INITIAL_PLAUSIBLE
717,121,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,run_1,1,Stochastic,given,Contingency,given,290,295,,0,,contiguous,3,"Since there is no consistent or reliable evidence identifying a Werewolf, and given the uncertainty introduced by potential role swaps, I cannot confidently identify a target.",290-295,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,78,83,CLAUSE_INITIAL_PLAUSIBLE
745,126,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,run_1,1,Stochastic,with,Contingency,with,57,61,,0,,contiguous,1,"The discussion transcript is highly confusing and filled with conflicting claims regarding role swaps (Robber, Insomniac, Troublemaker) and accusations.",57-61,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,57,61,NON_CONNECTIVE_LIKELY
761,128,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_1,1,Stochastic,given,Contingency,Given,202,207,,0,,contiguous,2,"Given the high level of suspicion and the requirement to eliminate a Werewolf to secure a win, Justin is the most likely candidate based on these accusations.",202-207,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
775,130,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_1,1,Stochastic,with,Contingency,with,196,200,,0,,contiguous,2,"Mitchell explicitly states he swapped roles and claims he started as a Werewolf, which aligns with the Werewolf's strategy to divert suspicion.",196-200,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,94,98,NON_CONNECTIVE_LIKELY
779,131,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_1,1,Stochastic,particularly,Expansion,particularly,79,91,,0,,contiguous,1,"The transcript shows intense confusion and conflicting claims regarding roles, particularly the Werewolf and the Hunter.",79-91,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,79,91,NON_CONNECTIVE_LIKELY
790,132,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_1,1,Stochastic,given,Contingency,Given,288,293,,0,,contiguous,3,"Given the high level of suspicion surrounding Mitchell's shifting roles, he is the most likely candidate to be the Werewolf, which Team Village needs to eliminate.",288-293,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
791,133,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_1,1,Stochastic,with,Contingency,with,40,44,,0,,contiguous,1,"The discussion is highly contradictory, with Pete, Brett, and Dustin all claiming to be the Werewolf.",40-44,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,40,44,CLAUSE_INITIAL_PLAUSIBLE
793,133,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_1,1,Stochastic,given,Contingency,Given,239,244,,0,,contiguous,3,"Given the high level of deception and conflicting statements, Pete is the most suspicious candidate to eliminate to protect Team Village.",239-244,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
808,136,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_1,1,Stochastic,with,Contingency,with,47,51,,0,,contiguous,1,"The discussion centers on who the Werewolf is, with Chris strongly asserting he was the lone Werewolf (80).",47-51,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,47,51,UNCLEAR
828,139,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_1,1,Stochastic,given that,Contingency,Given that,162,172,,0,,contiguous,2,"Given that Team Village wins by eliminating a Werewolf, DeAndre is the most likely target for elimination.",162-172,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,10,CLAUSE_INITIAL_PLAUSIBLE
865,147,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,run_1,1,Stochastic,with,Contingency,with,65,69,,0,,contiguous,1,"The discussion heavily suggests that two players are Werewolves, with Justin and James pointing suspicion toward Paul.",65-69,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,65,69,UNCLEAR
885,150,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_1,1,Stochastic,with,Contingency,with,71,75,,0,,contiguous,1,"The discussion centers around identifying the Werewolf and the Tanner, with Mitchell ultimately suggesting that Caitlynn is the Werewolf and Alana is the Tanner.",71-75,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,71,75,UNCLEAR
895,152,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,run_1,1,Stochastic,with,Contingency,with,71,75,,0,,contiguous,1,"The discussion centers around role swaps and identifying the Werewolf, with Mitchell expressing strong confidence that Caitlynn is the Werewolf.",71-75,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,71,75,UNCLEAR
914,156,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_1,1,Stochastic,given,Contingency,Given,234,239,,0,,contiguous,3,"Given the strong evidence pointing to Mike's identity, he is the primary target.",234-239,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
918,157,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_1,1,Stochastic,with,Contingency,with,199,203,,0,,contiguous,2,"However, the evidence is inconclusive, with both Mike and Justin contradicting each other regarding what they saw.",199-203,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,39,43,UNCLEAR
920,157,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_1,1,Stochastic,given,Contingency,Given,275,280,,0,,contiguous,3,"Given the lack of solid evidence pointing to a Werewolf, and the possibility that the Werewolf card is in the center, it is safer to assume no Werewolf is present to ensure Team Village wins based on the win condition: 'If no player is a Werewolf and no one dies.'",275-280,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
929,158,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_1,1,Stochastic,given,Contingency,Given,244,249,,0,,contiguous,3,"Given the high level of uncertainty, Mitchell is the most suspicious player due to the role-swapping claims and direct accusations.",244-249,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
960,163,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,run_1,1,Stochastic,with,Contingency,with,71,75,,0,,contiguous,1,"Mitchell explicitly states during the discussion that he is a werewolf with 100% certainty, which is a direct claim for elimination.",71-75,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,71,75,NON_CONNECTIVE_LIKELY
991,168,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,run_1,1,Stochastic,with,Contingency,with,107,111,,0,,contiguous,1,"The discussion centers around role swaps, specifically Shane claiming to be the Robber and switching cards with Eric, which led to the conclusion that Shane became the Werewolf.",107-111,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,107,111,NON_CONNECTIVE_LIKELY
1006,170,Gemma 4 2B,Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,run_1,1,Stochastic,given that,Contingency,Given that,263,273,,0,,contiguous,4,"Given that Team Village wins by eliminating a Werewolf, voting for Mike is the necessary action to achieve this goal.",263-273,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,10,CLAUSE_INITIAL_PLAUSIBLE
1008,171,Gemma 4 2B,Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,run_1,1,Stochastic,with,Contingency,with,69,73,,0,,contiguous,1,"The discussion indicates high suspicion regarding the Werewolf role, with multiple players pointing towards Justin and Mitchell as potential Werewolves.",69-73,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,69,73,UNCLEAR
1022,173,Gemma 4 2B,Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,run_1,1,Stochastic,with,Contingency,with,86,90,,0,,contiguous,1,"The discussion heavily suggests that Eric and Mitchell are claiming to be Werewolves, with Justin also pointing suspicion toward Eric.",86-90,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,86,90,UNCLEAR
1034,175,Gemma 4 2B,Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,run_1,1,Stochastic,with,Contingency,with,97,101,,0,,contiguous,1,"The discussion heavily focuses on role swapping and identifying potential Werewolves or Tanners, with Paul being heavily implicated in these suspicions.",97-101,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,97,101,UNCLEAR
1078,184,Gemma 4 2B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,run_1,1,Stochastic,with,Contingency,with,43,47,,0,,contiguous,1,"The discussion remains highly speculative, with multiple players pointing suspicion towards Laura being the Werewolf.",43-47,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,43,47,UNCLEAR
1091,186,Gemma 4 2B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,run_1,1,Stochastic,with,Contingency,with,64,68,,0,,contiguous,1,"The discussion heavily centers around identifying the Werewolf, with Laura being repeatedly implicated and claimed to be the Werewolf by multiple players.",64-68,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,64,68,UNCLEAR
1096,187,Gemma 4 2B,Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,run_1,1,Stochastic,with,Contingency,with,327,331,,0,,contiguous,3,"Eliminating Justin maximizes the chances of Team Village winning by removing the Werewolf, aligning with the team's primary goal.",327-331,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,100,104,NON_CONNECTIVE_LIKELY
1105,189,Gemma 4 2B,Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,run_1,1,Stochastic,given,Contingency,Given,272,277,,0,,contiguous,3,"Given the high level of suspicion directed at Paul, he is the primary target for elimination.",272-277,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
1117,192,Gemma 4 2B,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,run_2,2,Stochastic,with,Contingency,with,75,79,,0,,contiguous,1,"The discussion revolves entirely around card swaps and identity confusion, with players debating whether they are lying or if the Werewolves are colluding.",75-79,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,75,79,UNCLEAR
1127,194,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,run_2,2,Stochastic,with,Contingency,with,87,91,,0,,contiguous,1,"The discussion focuses heavily on role identification and accusations between players, with multiple players claiming different roles (Doppelganger, Insomniac, Seer, Werewolf).",87-91,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,87,91,CLAUSE_INITIAL_PLAUSIBLE
1132,195,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,run_2,2,Stochastic,with,Contingency,with,44,48,,0,,contiguous,1,"The discussion is highly chaotic and filled with conflicting claims regarding roles and identities, making definitive identification difficult.",44-48,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,44,48,NON_CONNECTIVE_LIKELY
