occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence
1914,332,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,388,391,,0,,contiguous,4,"Based on this consensus, voting out Caitlynn is the best strategy to eliminate the Werewolf and secure a win for Team Village.",388-391,CANDIDATE_REJECTED_NOSENSE,1717.0,and,NoSense,,0.9999490976333618,,False,True
1915,332,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,2,Stochastic,for,Contingency,for,405,408,,0,,contiguous,4,"Based on this consensus, voting out Caitlynn is the best strategy to eliminate the Werewolf and secure a win for Team Village.",405-408,CANDIDATE_REJECTED_NOSENSE,1718.0,for,NoSense,,1.0,,False,True
1916,333,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,run_2,2,Stochastic,but,Comparison,but,44,47,,0,,contiguous,1,"Mitchell initially claimed to be the Drunk, but later admitted that he was actually the Werewolf, confirming that he was correctly identified by another player.",44-47,CANDIDATE_REJECTED_NOSENSE,1719.0,but,NoSense,,0.7580915689468384,,False,True
1917,333,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,run_2,2,Stochastic,later,Temporal,later,48,53,,0,,contiguous,1,"Mitchell initially claimed to be the Drunk, but later admitted that he was actually the Werewolf, confirming that he was correctly identified by another player.",48-53,ALIGNED_CONNECTIVE,1720.0,later,Temporal.Asynchronous,Temporal,0.997222661972046,False,False,False
1918,333,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,run_2,2,Stochastic,since,Contingency,Since,161,166,,0,,contiguous,2,"Since the goal is to eliminate a Werewolf to win, Mitchell is the prime target based on the transcript evidence.",161-166,ALIGNED_CONNECTIVE,1721.0,Since,Contingency.Cause,Contingency,0.9988790154457092,False,False,False
1919,333,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,run_2,2,Stochastic,for,Contingency,for,281,284,,0,,contiguous,3,Voting for him maximizes the chance of Team Village eliminating the Werewolf.,281-284,CANDIDATE_REJECTED_NOSENSE,1722.0,for,NoSense,,1.0,,False,True
1920,334,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,2,Stochastic,as,Temporal,as,59,61,,0,,contiguous,1,"The discussion strongly suggests that James is a Werewolf, as both Paul and Justin accuse him, and James himself confirms that they are werewolves.",59-61,ALIGNED_CONNECTIVE,1723.0,as,Contingency.Cause,Contingency,0.7679818868637085,True,False,False
1921,334,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,2,Stochastic,and,Expansion,and,72,75,,0,,contiguous,1,"The discussion strongly suggests that James is a Werewolf, as both Paul and Justin accuse him, and James himself confirms that they are werewolves.",72-75,CANDIDATE_REJECTED_NOSENSE,1724.0,and,NoSense,,0.99999737739563,,False,True
1922,334,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,2,Stochastic,and,Expansion,and,95,98,,0,,contiguous,1,"The discussion strongly suggests that James is a Werewolf, as both Paul and Justin accuse him, and James himself confirms that they are werewolves.",95-98,ALIGNED_CONNECTIVE,1725.0,and,Expansion.Conjunction,Expansion,0.9372371435165404,False,False,False
1923,334,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,2,Stochastic,since,Contingency,Since,148,153,,0,,contiguous,2,"Since Team Village wins by eliminating a Werewolf, voting for James is the most strategic move to achieve this objective.",148-153,ALIGNED_CONNECTIVE,1726.0,Since,Contingency.Cause,Contingency,0.9804020524024964,False,False,False
1924,334,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,2,Stochastic,for,Contingency,for,206,209,,0,,contiguous,2,"Since Team Village wins by eliminating a Werewolf, voting for James is the most strategic move to achieve this objective.",206-209,CANDIDATE_REJECTED_NOSENSE,1727.0,for,NoSense,,1.0,,False,True
1925,334,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,2,Stochastic,although,Comparison,Although,270,278,,0,,contiguous,3,"Although the transcript is confusing due to role swaps, the consensus points toward James being the target.",270-278,ALIGNED_CONNECTIVE,1728.0,Although,Comparison.Contrast,Comparison,0.4618272483348846,False,False,False
1926,335,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,2,Stochastic,specifically,Expansion,specifically,72,84,,0,,contiguous,1,"The transcript shows significant confusion regarding the night actions, specifically involving the Robber role and accusations between Justin and Mitchell.",72-84,CANDIDATE_REJECTED_NOSENSE,1729.0,specifically,NoSense,,0.996261179447174,,False,True
1927,335,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,111,114,,0,,contiguous,1,"The transcript shows significant confusion regarding the night actions, specifically involving the Robber role and accusations between Justin and Mitchell.",111-114,CANDIDATE_REJECTED_NOSENSE,1730.0,and,NoSense,,0.9999996423721312,,False,True
1928,335,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,142,145,,0,,contiguous,1,"The transcript shows significant confusion regarding the night actions, specifically involving the Robber role and accusations between Justin and Mitchell.",142-145,CANDIDATE_REJECTED_NOSENSE,1731.0,and,NoSense,,0.999992609024048,,False,True
1929,335,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,2,Stochastic,given,Contingency,Given,243,248,,0,,contiguous,3,"Given the lack of clear confirmation of a Werewolf, James is the most suspicious player due to his involvement in the Robber action and the subsequent uncertainty surrounding the night phase.",243-248,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1930,335,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,375,378,,0,,contiguous,3,"Given the lack of clear confirmation of a Werewolf, James is the most suspicious player due to his involvement in the Robber action and the subsequent uncertainty surrounding the night phase.",375-378,CANDIDATE_REJECTED_NOSENSE,1732.0,and,NoSense,,0.9999984502792358,,False,True
1931,335,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,2,Stochastic,and,Expansion,and,495,498,,0,,contiguous,4,Eliminating him maximizes the chance of removing a Werewolf and securing a victory for Team Village.,495-498,CANDIDATE_REJECTED_NOSENSE,1733.0,and,NoSense,,0.9998916387557985,,False,True
1932,335,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,2,Stochastic,for,Contingency,for,518,521,,0,,contiguous,4,Eliminating him maximizes the chance of removing a Werewolf and securing a victory for Team Village.,518-521,CANDIDATE_REJECTED_NOSENSE,1734.0,for,NoSense,,1.0,,False,True
1933,336,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,run_2,2,Stochastic,since,Contingency,Since,115,120,,0,,contiguous,2,"Since Team Village wins by eliminating a Werewolf, Justin is the primary suspect and the most logical target for the vote.",115-120,ALIGNED_CONNECTIVE,1735.0,Since,Contingency.Cause,Contingency,0.8556386828422546,False,False,False
1934,336,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,run_2,2,Stochastic,and,Expansion,and,196,199,,0,,contiguous,2,"Since Team Village wins by eliminating a Werewolf, Justin is the primary suspect and the most logical target for the vote.",196-199,CANDIDATE_REJECTED_NOSENSE,1736.0,and,NoSense,,0.9999935626983644,,False,True
1935,336,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,run_2,2,Stochastic,for,Contingency,for,224,227,,0,,contiguous,2,"Since Team Village wins by eliminating a Werewolf, Justin is the primary suspect and the most logical target for the vote.",224-227,CANDIDATE_REJECTED_NOSENSE,1737.0,for,NoSense,,1.0,,False,True
1936,337,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,2,Stochastic,but,Comparison,but,64,67,,0,,contiguous,1,"The discussion is highly confusing due to potential role swaps, but James makes a strong assertion that he is a Werewolf after accusing Mitchell of robbing him.",64-67,ALIGNED_CONNECTIVE,1738.0,but,Comparison.Contrast,Comparison,0.7321223616600037,False,False,False
1937,337,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,2,Stochastic,after,Temporal,after,121,126,,0,,contiguous,1,"The discussion is highly confusing due to potential role swaps, but James makes a strong assertion that he is a Werewolf after accusing Mitchell of robbing him.",121-126,ALIGNED_CONNECTIVE,1739.0,after,Temporal.Asynchronous,Temporal,0.9968068599700928,False,False,False
1938,337,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,2,Stochastic,later,Temporal,later,166,171,,0,,contiguous,2,Paul later suggests there might be two Werewolves present.,166-171,ALIGNED_CONNECTIVE,1740.0,later,Temporal.Asynchronous,Temporal,0.9996417760849,False,False,False
1939,337,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,2,Stochastic,with,Contingency,with,321,325,,0,,contiguous,3,"To maximize the chances of Team Village winning, we must target the player most aggressively aligned with the Werewolf team, which is James.",321-325,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1940,338,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,run_2,2,Stochastic,and,Expansion,and,99,102,,0,,contiguous,2,"James and Mitchell repeatedly assert that specific players are Werewolves, and Justin claims to be the Troublemaker.",99-102,CANDIDATE_REJECTED_NOSENSE,1741.0,and,NoSense,,0.997006356716156,,False,True
1941,338,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,run_2,2,Stochastic,and,Expansion,and,168,171,,0,,contiguous,2,"James and Mitchell repeatedly assert that specific players are Werewolves, and Justin claims to be the Troublemaker.",168-171,ALIGNED_CONNECTIVE,1742.0,and,Expansion.Conjunction,Expansion,0.988744854927063,False,False,False
1942,338,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,run_2,2,Stochastic,given,Contingency,Given,210,215,,0,,contiguous,3,"Given the requirement to eliminate a Werewolf to win, voting out a highly suspected player is the optimal strategy.",210-215,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1943,338,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,run_2,2,Stochastic,for,Contingency,for,410,413,,0,,contiguous,4,"Paul is frequently targeted in the voting discussion, making him a strong candidate for elimination.",410-413,CANDIDATE_REJECTED_NOSENSE,1743.0,for,NoSense,,1.0,,False,True
1944,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,and,Expansion,and,56,59,,0,,contiguous,1,"The transcript is highly confusing due to role swapping and aggressive accusations, making definitive identification impossible.",56-59,CANDIDATE_REJECTED_NOSENSE,1744.0,and,NoSense,,0.9999998807907104,,False,True
1945,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,however,Comparison,However,129,136,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",129-136,ALIGNED_CONNECTIVE,1745.0,However,Comparison.Contrast,Comparison,0.7950324416160583,False,False,False
1946,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,still,Comparison,still,184,189,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",184-189,CANDIDATE_REJECTED_NOSENSE,1746.0,still,NoSense,,0.994836688041687,,False,True
1947,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,and,Expansion,and,201,204,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",201-204,CANDIDATE_REJECTED_NOSENSE,1747.0,and,NoSense,,0.99936181306839,,False,True
1948,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,for,Contingency,for,221,224,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",221-224,CANDIDATE_REJECTED_NOSENSE,1748.0,for,NoSense,,1.0,,False,True
1949,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,for,Contingency,for,269,272,,0,,contiguous,2,"However, Justin explicitly states he believes James is still a werewolf and intends to vote for him, suggesting James is the primary target for elimination.",269-272,CANDIDATE_REJECTED_NOSENSE,1749.0,for,NoSense,,1.0,,False,True
1950,339,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,2,Stochastic,since,Contingency,Since,286,291,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, targeting the player who is actively suspected by another player maximizes the chances of achieving the win condition.",286-291,ALIGNED_CONNECTIVE,1750.0,Since,Contingency.Cause,Contingency,0.9458923935890198,False,False,False
1951,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,53,56,,0,,contiguous,1,The discussion heavily revolves around role swapping and identifying the Werewolf.,53-56,CANDIDATE_REJECTED_NOSENSE,1751.0,and,NoSense,,0.99993097782135,,False,True
1952,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,but,Comparison,but,129,132,,0,,contiguous,2,"Mitchell initially claims to be the Werewolf, but Alana ultimately concludes that she is the Werewolf based on the sequence of events and role swaps discussed.",129-132,ALIGNED_CONNECTIVE,1752.0,but,Comparison.Contrast,Comparison,0.7343065142631531,False,False,False
1953,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,ultimately,Temporal,ultimately,139,149,,0,,contiguous,2,"Mitchell initially claims to be the Werewolf, but Alana ultimately concludes that she is the Werewolf based on the sequence of events and role swaps discussed.",139-149,ALIGNED_CONNECTIVE,1753.0,ultimately,Temporal.Asynchronous,Temporal,0.8308610320091248,False,False,False
1954,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,217,220,,0,,contiguous,2,"Mitchell initially claims to be the Werewolf, but Alana ultimately concludes that she is the Werewolf based on the sequence of events and role swaps discussed.",217-220,CANDIDATE_REJECTED_NOSENSE,1754.0,and,NoSense,,0.9999865293502808,,False,True
1955,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,since,Contingency,Since,243,248,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting out Alana is the optimal strategy to achieve this goal.",243-248,ALIGNED_CONNECTIVE,1755.0,Since,Contingency.Cause,Contingency,0.970183789730072,False,False,False
1956,340,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,411,414,,0,,contiguous,4,This maximizes the chance of eliminating the Werewolf and securing a Team Village victory.,411-414,CANDIDATE_REJECTED_NOSENSE,1756.0,and,NoSense,,0.999902367591858,,False,True
1957,341,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,2,Stochastic,while,Comparison,While,127,132,,0,,contiguous,2,"While the transcript is highly confusing due to role swaps and conflicting claims about the Tanner role, Mitchell's final stated action points toward the necessary objective for Team Village to win.",127-132,ALIGNED_CONNECTIVE,1757.0,While,Comparison.Contrast,Comparison,0.6022701859474182,False,False,False
1958,341,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,2,Stochastic,and,Expansion,and,186,189,,0,,contiguous,2,"While the transcript is highly confusing due to role swaps and conflicting claims about the Tanner role, Mitchell's final stated action points toward the necessary objective for Team Village to win.",186-189,CANDIDATE_REJECTED_NOSENSE,1758.0,and,NoSense,,1.0,,False,True
1959,341,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,2,Stochastic,for,Contingency,for,301,304,,0,,contiguous,2,"While the transcript is highly confusing due to role swaps and conflicting claims about the Tanner role, Mitchell's final stated action points toward the necessary objective for Team Village to win.",301-304,CANDIDATE_REJECTED_NOSENSE,1759.0,for,NoSense,,0.9999940395355223,,False,True
1960,341,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,2,Stochastic,given,Contingency,Given,326,331,,0,,contiguous,3,"Given the uncertainty, targeting the player who is actively pursuing the Werewolf hypothesis is the most logical choice.",326-331,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
