relation_id,justification_id,model,game_id,run_label,decoding_group,sentence_id,sentence_text,char_spans,start,end,raw_sense,top_level,confidence,provenance,source_form
86,36,Gemma 4 2B,Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,run_1,Stochastic,1,"Jack explicitly stated he was the Werewolf, and the game concluded with a tie, meaning no player was eliminated.",44-47,44,47,Expansion.Conjunction,Expansion,0.8361185789108276,standard_discopy,and
87,36,Gemma 4 2B,Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,run_1,Stochastic,2,"Since Team Village only wins by eliminating a Werewolf, and the Werewolf (Jack) survived, Team Village failed to win.",113-118,113,118,Contingency.Cause,Contingency,0.9862115383148192,standard_discopy,since
88,36,Gemma 4 2B,Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,run_1,Stochastic,2,"Since Team Village only wins by eliminating a Werewolf, and the Werewolf (Jack) survived, Team Village failed to win.",169-172,169,172,Expansion.Conjunction,Expansion,0.9585779905319214,standard_discopy,and
89,36,Gemma 4 2B,Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,run_1,Stochastic,3,"To maximize the chance of a Village win, I must target the player who claimed the Werewolf role, as they are the most likely culprit.",328-330,328,330,Contingency.Cause,Contingency,0.9035937190055848,standard_discopy,as
90,37,Gemma 4 2B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_1,Stochastic,1,"James explicitly claimed to have been the Werewolf, and Elliot later stated that he swapped with James and is now the Werewolf, although this is contested.",52-55,52,55,Expansion.Conjunction,Expansion,0.9478991627693176,standard_discopy,and
91,37,Gemma 4 2B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_1,Stochastic,1,"James explicitly claimed to have been the Werewolf, and Elliot later stated that he swapped with James and is now the Werewolf, although this is contested.",63-68,63,68,Temporal.Asynchronous,Temporal,0.9909523725509644,standard_discopy,later
92,37,Gemma 4 2B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_1,Stochastic,1,"James explicitly claimed to have been the Werewolf, and Elliot later stated that he swapped with James and is now the Werewolf, although this is contested.",128-136,128,136,Comparison.Contrast,Comparison,0.5474951863288879,standard_discopy,although
93,38,Gemma 4 2B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,run_1,Stochastic,2,"Since Team Village wins by eliminating a Werewolf, targeting Sukeshi based on the strongest suspicion is the most direct path to victory.",140-145,140,145,Contingency.Cause,Contingency,0.9198687672615052,standard_discopy,since
94,38,Gemma 4 2B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,run_1,Stochastic,3,"If Sukeshi is indeed the Werewolf, this vote secures the win condition.",278-280,278,280,Contingency.Condition,Contingency,0.9206198453903198,standard_discopy,if
95,39,Gemma 4 2B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,run_1,Stochastic,2,"While this is self-serving, it is the most direct accusation of a Werewolf presence in the discussion.",148-153,148,153,Comparison.Contrast,Comparison,0.7320385575294495,standard_discopy,while
96,40,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,run_1,Stochastic,1,"The discussion centers heavily on identifying roles and accusing each other of lying, which is common when Werewolves are attempting to deflect suspicion.",102-106,102,106,Temporal.Synchrony,Temporal,0.7227151393890381,standard_discopy,when
97,40,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,run_1,Stochastic,2,"Paul expresses suspicion towards Mitchell, and James explicitly suggests Mitchell might be the Werewolf.",198-201,198,201,Expansion.Conjunction,Expansion,0.9169549942016602,standard_discopy,and
98,41,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,run_1,Stochastic,2,"Mitchell claimed to be the Seer and knew a Werewolf was present, while Paul claimed to have been a Werewolf initially.",179-184,179,184,Comparison.Contrast,Comparison,0.479923278093338,standard_discopy,while
99,41,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,run_1,Stochastic,3,"Ultimately, James and Justin strongly suspect Laura of being the Werewolf.",233-243,233,243,Temporal.Asynchronous,Temporal,0.7835185527801514,standard_discopy,ultimately
100,41,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,run_1,Stochastic,4,"Since Team Village needs to eliminate a Werewolf to win, voting for the most strongly suspected player is the best strategic move.",308-313,308,313,Contingency.Cause,Contingency,0.9968630075454712,standard_discopy,since
101,42,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,run_1,Stochastic,2,"Although the transcript is filled with role swaps and conflicting claims, Laura's accusation provides a direct path to eliminating a Werewolf and securing a victory for Team Village.",126-134,126,134,Comparison.Contrast,Comparison,0.5989458560943604,standard_discopy,although
102,43,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,run_1,Stochastic,2,"No player explicitly reveals they are a Werewolf, nor is there any evidence of a Werewolf performing a killing action.",203-206,203,206,Expansion.Conjunction,Expansion,0.4716452062129974,standard_discopy,nor
103,43,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,run_1,Stochastic,3,"Given the lack of concrete evidence, the safest strategy is to assume no Werewolf is present, which allows Team Village to win if all Werewolf cards are in the center.",399-401,399,401,Contingency.Condition,Contingency,0.9970880150794984,standard_discopy,if
104,44,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,run_1,Stochastic,2,"Since Team Village wins by eliminating a Werewolf, targeting Laura is the highest probability move to secure a victory.",116-121,116,121,Contingency.Cause,Contingency,0.922674298286438,standard_discopy,since
105,44,Gemma 4 2B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,run_1,Stochastic,3,"While other players are suspected, Laura's self-identification makes her the primary target.",236-241,236,241,Comparison.Contrast,Comparison,0.8721193075180054,standard_discopy,while
106,45,Gemma 4 2B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,run_1,Stochastic,2,"Although the transcript is filled with accusations and role swaps, Mitchell's self-identification provides the strongest direct evidence that a Werewolf is present.",120-128,120,128,Comparison.Contrast,Comparison,0.5830519199371338,standard_discopy,although
107,46,Gemma 4 2B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,run_1,Stochastic,2,"Furthermore, the transcript shows significant confusion and role swapping, suggesting the Werewolf identity is highly contested and potentially involves multiple players.",128-139,128,139,Expansion.Conjunction,Expansion,0.9987094402313232,standard_discopy,furthermore
108,47,Gemma 4 2B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,run_1,Stochastic,2,"Although the transcript is filled with role swaps and lies, his direct accusation provides the strongest, albeit unverified, evidence of a Werewolf presence.",150-158,150,158,Comparison.Contrast,Comparison,0.597878634929657,standard_discopy,although
109,48,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,run_1,Stochastic,3,"I'm on board with Mitchell now,"" and Alvin also suspects Mitchell.",155-158,155,158,Expansion.Conjunction,Expansion,0.9658716917037964,standard_discopy,and
110,48,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,run_1,Stochastic,3,"I'm on board with Mitchell now,"" and Alvin also suspects Mitchell.",165-169,165,169,Expansion.Conjunction,Expansion,0.992697298526764,standard_discopy,also
111,48,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,run_1,Stochastic,4,"Since Team Village wins by eliminating a Werewolf, voting out Mitchell is the logical move based on the current public discussion.",189-194,189,194,Contingency.Cause,Contingency,0.936927080154419,standard_discopy,since
112,49,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,run_1,Stochastic,2,"While the evidence is circumstantial, the focus of suspicion falls heavily on Justin, who is also being accused of being the Tanner by Mitchell.",152-157,152,157,Comparison.Contrast,Comparison,0.7340114712715149,standard_discopy,while
113,49,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,run_1,Stochastic,2,"While the evidence is circumstantial, the focus of suspicion falls heavily on Justin, who is also being accused of being the Tanner by Mitchell.",245-249,245,249,Expansion.Conjunction,Expansion,0.9264785051345824,standard_discopy,also
114,50,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,run_1,Stochastic,2,"James explicitly suggests Mitchell is lying and believes Mitchell was the Werewolf, while Mitchell suggests voting for James.",209-214,209,214,Temporal.Synchrony,Temporal,0.5944594144821167,standard_discopy,while
115,50,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,run_1,Stochastic,3,"Since the game relies on identifying the Werewolf to win, Mitchell is the primary suspect based on the existing accusations and shifting roles.",251-256,251,256,Contingency.Cause,Contingency,0.998155415058136,standard_discopy,since
116,51,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,run_1,Stochastic,2,"James later agreed with this suspicion, further solidifying the focus on Justin as the primary suspect.",127-132,127,132,Temporal.Asynchronous,Temporal,0.9998509883880616,standard_discopy,later
117,51,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,run_1,Stochastic,2,"James later agreed with this suspicion, further solidifying the focus on Justin as the primary suspect.",161-168,161,168,Temporal.Asynchronous,Temporal,0.4710837006568908,standard_discopy,further
118,52,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,run_1,Stochastic,2,"Mitchell and Justin strongly suggest James is the Werewolf, and James himself claims to be the Seer and identifies a Werewolf and a Troublemaker in the center cards.",238-241,238,241,Expansion.Conjunction,Expansion,0.9839105606079102,standard_discopy,and
119,53,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,run_1,Stochastic,3,"Both James and Alvin ultimately conclude that Mitchell is the Werewolf, leading to a unanimous vote in the transcript.",267-277,267,277,Temporal.Asynchronous,Temporal,0.9489636421203612,standard_discopy,ultimately
120,54,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_1,Stochastic,1,"The discussion remains highly inconclusive, with players debating whether Justin or Mitchell is the Werewolf, or if there are no Werewolves at all.",110-112,110,112,Expansion.Alternative,Expansion,0.9856328964233398,standard_discopy,or
121,54,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_1,Stochastic,2,"Alvin repeatedly suggests Justin is the Werewolf, and Justin himself expressed a desire to win as a townsfolk, which could be a misdirection.",198-201,198,201,Expansion.Conjunction,Expansion,0.9956054091453552,standard_discopy,and
122,54,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_1,Stochastic,3,"Since the game rules state that Team Village wins if they eliminate a Werewolf, and given the strong suspicion directed towards Justin, he is the primary target.",290-295,290,295,Contingency.Cause,Contingency,0.9720456600189208,standard_discopy,since
123,54,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_1,Stochastic,3,"Since the game rules state that Team Village wins if they eliminate a Werewolf, and given the strong suspicion directed towards Justin, he is the primary target.",340-342,340,342,Contingency.Condition,Contingency,0.9437685012817384,standard_discopy,if
124,55,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,run_1,Stochastic,2,"James explicitly states his initial action was looking at a card and finding it was Werewolf, and Justin corroborates this by claiming he looked at James's card and saw Werewolf.",177-180,177,180,Expansion.Conjunction,Expansion,0.8224103450775146,standard_discopy,and
125,55,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,run_1,Stochastic,4,"Although there is uncertainty regarding card swaps, the direct accusation and subsequent discussion confirm James holds the key role.",383-391,383,391,Comparison.Contrast,Comparison,0.5265076160430908,standard_discopy,although
126,56,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,run_1,Stochastic,2,"Justin is actively voting for Alvin, and Mitchell expresses suspicion toward Justin, suggesting that Justin might be deceptive.",150-153,150,153,Expansion.Conjunction,Expansion,0.8719261288642883,standard_discopy,and
127,57,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_1,Stochastic,2,"Mitchell accuses Justin of being the Werewolf, while Justin accuses Mitchell of being the Tanner, suggesting a strong misalignment in their claims.",156-161,156,161,Comparison.Contrast,Comparison,0.6003866195678711,standard_discopy,while
128,57,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_1,Stochastic,3,"James ultimately votes for Mitchell, and Alvin also votes for Justin.",263-273,263,273,Temporal.Asynchronous,Temporal,0.9762431979179382,standard_discopy,ultimately
129,57,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_1,Stochastic,3,"James ultimately votes for Mitchell, and Alvin also votes for Justin.",294-297,294,297,Expansion.Conjunction,Expansion,0.9197001457214355,standard_discopy,and
130,57,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_1,Stochastic,3,"James ultimately votes for Mitchell, and Alvin also votes for Justin.",304-308,304,308,Expansion.Conjunction,Expansion,0.9833387136459352,standard_discopy,also
131,57,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_1,Stochastic,4,"Since Team Village wins by eliminating a Werewolf, and the evidence points to a direct conflict between these two players, Mitchell is chosen as the target to eliminate the potential Werewolf.",327-332,327,332,Contingency.Cause,Contingency,0.9143542051315308,standard_discopy,since
132,57,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_1,Stochastic,4,"Since Team Village wins by eliminating a Werewolf, and the evidence points to a direct conflict between these two players, Mitchell is chosen as the target to eliminate the potential Werewolf.",378-381,378,381,Expansion.Conjunction,Expansion,0.9937341809272766,standard_discopy,and
133,58,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_1,Stochastic,2,"Although Justin initially claimed to be the Werewolf, the subsequent card swaps and conflicting statements suggest he may be trying to mislead.",163-171,163,171,Comparison.Contrast,Comparison,0.6338043212890625,standard_discopy,although
134,59,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_1,Stochastic,3,"Since I have no private information and cannot confirm any player's role, I cannot confidently identify a Werewolf.",210-215,210,215,Contingency.Cause,Contingency,0.9996339082717896,standard_discopy,since
135,60,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_1,Stochastic,1,"The transcript suggests that Justin might be the Werewolf, as Mitchell claims Justin is a Werewolf and Justin agrees.",59-61,59,61,Temporal.Synchrony,Temporal,0.6842755675315857,standard_discopy,as
136,60,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_1,Stochastic,1,"The transcript suggests that Justin might be the Werewolf, as Mitchell claims Justin is a Werewolf and Justin agrees.",99-102,99,102,Expansion.Conjunction,Expansion,0.9056090712547302,standard_discopy,and
137,60,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_1,Stochastic,2,"Furthermore, Mitchell admits to switching with a Villager (Caitlynn) and claims Justin was a Werewolf, which is a suspicious claim.",118-129,118,129,Expansion.Conjunction,Expansion,0.9892562627792358,standard_discopy,furthermore
